taxon_name,taxon_name_original,taxname_source,entity_type_tax,taxon_family,life_stage_generic,life_stage_taxon_specific,caste,sex,trait_name,entity_type,value_type,unit_numeric,value,replicates,measurement_remarks,method_number,observation_number,methods,site_name,site_latitude,site_longitude,site_date_of_visit,site_description,site_fire_impact,collection_date,associated_plant_taxa,plant_relation_description,associated_fauna_taxa,associated_fauna_taxa_synonyms,fauna_relation_description,taxname_issues_description,context,source_key,source_doi,source_citation,source_type,secondary_citation
Syncarpiolyma maculatipennis,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,larva sap-sucker,NA,NA,NA,"NSW, QLD",NA,NA,NA,NA,NA,NA,Syncarpia glomulifera,host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Taylor, K. L. (1997). Revision of Syncarpiolyma Froggatt (Hemiptera: Psyllidae) and description of a new species. Journal of the Australian Entomological Society, 36, 109-111."
Syncarpiolyma,NA,AFD,genus,Psyllidae,NA,NA,NA,NA,ecological_dependency,genus,NA,NA,specialist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Syncarpia,host plant genus,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,NA
Protyora,NA,AFD,genus,Carsidaridae,NA,NA,NA,NA,ecological_dependency,genus,NA,NA,specialist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sterculiaceae,host plant family,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,NA
Tyora,NA,AFD,genus,Carsidaridae,NA,NA,NA,NA,ecological_dependency,genus,NA,NA,specialist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sterculiaceae,host plant family,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,NA
Diclidophlebia,NA,AFD,genus,Liviidae,NA,NA,NA,NA,ecological_dependency,genus,NA,NA,specialist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sterculiaceae,host plant family,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,NA
Tyora congrua,NA,AFD,species,Carsidaridae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,"larva free-living, sap-sucker",NA,NA,NA,"Magnetic Island, Iron Range and Cape York Peninsula, QLD; Extralimital, Oriental Region, Papua New Guinea",NA,NA,NA,NA,NA,NA,Sterculia,host plant genus,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Hollis, D. (1987) A review of the Malvales-feeding psyllid family Carsidaridae (Homoptera). Bulletin of the British Museum (Natural History), Entomology, 56, 87–127; Yang, C. K. & Li, F. S. (1985). Notes on Tenaphalara and Tyora with descriptions of five new species from China. Entomotaxonomia, 7, 205–217."
Acizzia solanicola,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,species,NA,NA,specialist,NA,NA,NA,NA,NA,"Botanic Gardens (Royal Botanic Gardens, Sydney, NSW)",-33.866667,151.206667,24/11/1936,NA,NA,NA,Solanum verbasifolium,"host plant; Solanum verbasifolium (sic, verbascifolium; junior synonym of S. mauritianum)",NA,NA,NA,NA,NA,Kent_2010,doi: 10.1111/j.1440-6055.2009.00739.x,"Kent, D., & Taylor, G. (2010). Two new species of Acizzia Crawford (Hemiptera: Psyllidae) from the Solanaceae with a potential new economic pest of eggplant, Solanum melongena. Australian Journal of Entomology, 49(1), 73–81. doi: 10.1111/j.1440-6055.2009.00739.x",article,NA
Acizzia solanicola,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,species,NA,NA,specialist,NA,"Nymphal feeding causes malformation of leaves, wilting, premature senescence and crop loss, although it is yet to be determined whether these symptoms are as a result of feeding alone, or of an undiagnosed transmissible pathogen",NA,NA,NA,central South Australia,NA,NA,NA,NA,NA,NA,Solanum petrophilum,host plant species,NA,NA,NA,NA,NA,Taylor_2013b,doi: 10.11646/zootaxa.3613.3.4,"Taylor, G., & Kent, D. (2013). Potential economic pests of solanaceous crops: a new species of Solanum-feeding psyllid from Australia and first record from New Zealand of Acizzia solanicola (Hemiptera: Psyllidae). Zootaxa, 3613, 257–273. doi: 10.11646/zootaxa.3613.3.4",article,NA
Acizzia solanicola,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,species,NA,NA,specialist,NA,"Acizzia solanicola, recorded from six host species in four genera, represents a rather broad host range across the Solanaceae",NA,NA,NA,"Hiltaba Station, SA",-34.698167,135.528917,19/11/2012,NA,NA,NA,Solanum petrophilum,host plant species,NA,NA,NA,NA,NA,Taylor_2013b,doi: 10.11646/zootaxa.3613.3.4,"Taylor, G., & Kent, D. (2013). Potential economic pests of solanaceous crops: a new species of Solanum-feeding psyllid from Australia and first record from New Zealand of Acizzia solanicola (Hemiptera: Psyllidae). Zootaxa, 3613, 257–273. doi: 10.11646/zootaxa.3613.3.4",article,NA
Acizzia yeni,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,species,NA,NA,specialist,NA,NA,NA,NA,NA,"Lochada Reserve, Mungada Rd, near turnoff to Boiada Camp, WA",-29.18094,116.50358,17/09/2009,NA,NA,NA,Solanum nummularium,host plant species,NA,NA,NA,NA,NA,Taylor_2018,doi: 10.1111/aen.12278,"Taylor, G. S. (2018). New species of Acizzia (Hemiptera: Psyllidae) from an Australian endemic Solanum (Solanaceae). Austral Entomology, 57(3), 297–302. doi: 10.1111/aen.12278",article,NA
Acizzia solanicola,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,species,NA,NA,specialist,NA,NA,NA,NA,NA,"Sydney, Baulkham Hills, Woodlands Street, NSW",-33.771167,150.997,20/03/2007,NA,NA,NA,Solanum melongena,host plant; on cultivated eggplant,NA,NA,NA,NA,NA,Kent_2010,doi: 10.1111/j.1440-6055.2009.00739.x,"Kent, D., & Taylor, G. (2010). Two new species of Acizzia Crawford (Hemiptera: Psyllidae) from the Solanaceae with a potential new economic pest of eggplant, Solanum melongena. Australian Journal of Entomology, 49(1), 73–81. doi: 10.1111/j.1440-6055.2009.00739.x",article,NA
Acizzia solanicola,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,species,NA,NA,specialist,NA,NA,NA,NA,NA,"Mangrove Mountain, NSW",-33.323167,151.1805,2/08/2005,NA,NA,NA,Solanum melongena,host plant; on cultivated eggplant,NA,NA,NA,NA,NA,Kent_2010,doi: 10.1111/j.1440-6055.2009.00739.x,"Kent, D., & Taylor, G. (2010). Two new species of Acizzia Crawford (Hemiptera: Psyllidae) from the Solanaceae with a potential new economic pest of eggplant, Solanum melongena. Australian Journal of Entomology, 49(1), 73–81. doi: 10.1111/j.1440-6055.2009.00739.x",article,NA
Acizzia solanicola,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,species,NA,NA,specialist,NA,NA,NA,NA,NA,"Baulkham Hills, Woodlands Street, NSW",-33.771167,150.997,14/04/2008,NA,NA,NA,Solanum melongena,host plant; on cultivated eggplant,NA,NA,NA,NA,NA,Kent_2010,doi: 10.1111/j.1440-6055.2009.00739.x,"Kent, D., & Taylor, G. (2010). Two new species of Acizzia Crawford (Hemiptera: Psyllidae) from the Solanaceae with a potential new economic pest of eggplant, Solanum melongena. Australian Journal of Entomology, 49(1), 73–81. doi: 10.1111/j.1440-6055.2009.00739.x",article,NA
Acizzia solanicola,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,species,NA,NA,specialist,NA,"Acizzia solanicola, recorded from six host species in four genera, represents a rather broad host range across the Solanaceae",NA,NA,NA,"Kulnura Mountain, George Downes Drive, NSW",-33.231167,151.218833,29/04/2010,NA,NA,NA,Solanum melongena,host plant species; in nursery; host plant speciess are crop plants,NA,NA,NA,NA,NA,Taylor_2013b,doi: 10.11646/zootaxa.3613.3.4,"Taylor, G., & Kent, D. (2013). Potential economic pests of solanaceous crops: a new species of Solanum-feeding psyllid from Australia and first record from New Zealand of Acizzia solanicola (Hemiptera: Psyllidae). Zootaxa, 3613, 257–273. doi: 10.11646/zootaxa.3613.3.4",article,NA
Acizzia solanicola,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,species,NA,NA,specialist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Solanum melongena,host plant species; host plant speciess are crop plants,NA,NA,NA,NA,NA,Taylor_2013b,doi: 10.11646/zootaxa.3613.3.4,"Taylor, G., & Kent, D. (2013). Potential economic pests of solanaceous crops: a new species of Solanum-feeding psyllid from Australia and first record from New Zealand of Acizzia solanicola (Hemiptera: Psyllidae). Zootaxa, 3613, 257–273. doi: 10.11646/zootaxa.3613.3.4",article,NA
Acizzia solanicola,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,species,NA,NA,specialist,NA,NA,NA,NA,NA,"Lane Cove, near Sydney, NSW",-33.816667,151.166667,3/04/1978,NA,NA,NA,Solanum mauritianum,host plant,NA,NA,NA,NA,NA,Kent_2010,doi: 10.1111/j.1440-6055.2009.00739.x,"Kent, D., & Taylor, G. (2010). Two new species of Acizzia Crawford (Hemiptera: Psyllidae) from the Solanaceae with a potential new economic pest of eggplant, Solanum melongena. Australian Journal of Entomology, 49(1), 73–81. doi: 10.1111/j.1440-6055.2009.00739.x",article,NA
Acizzia solanicola,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,species,NA,NA,specialist,NA,NA,NA,NA,NA,"Freeman's Reach, Kurmond Road, NSW",-33.557833,150.792167,25/02/2008,NA,NA,NA,Solanum mauritianum,"host plant; on wild tobacco bush, S. mauritianum, adjacent to cultivated eggplant",NA,NA,NA,NA,NA,Kent_2010,doi: 10.1111/j.1440-6055.2009.00739.x,"Kent, D., & Taylor, G. (2010). Two new species of Acizzia Crawford (Hemiptera: Psyllidae) from the Solanaceae with a potential new economic pest of eggplant, Solanum melongena. Australian Journal of Entomology, 49(1), 73–81. doi: 10.1111/j.1440-6055.2009.00739.x",article,NA
Acizzia solanicola,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,species,NA,NA,specialist,NA,NA,NA,NA,NA,"Cumberland State Forest, West Pennnat Hills, NSW",-33.747,151.040833,27/02/2008,NA,NA,NA,Solanum mauritianum,"host plant; on wild tobacco bush, S. mauritianum",NA,NA,NA,NA,NA,Kent_2010,doi: 10.1111/j.1440-6055.2009.00739.x,"Kent, D., & Taylor, G. (2010). Two new species of Acizzia Crawford (Hemiptera: Psyllidae) from the Solanaceae with a potential new economic pest of eggplant, Solanum melongena. Australian Journal of Entomology, 49(1), 73–81. doi: 10.1111/j.1440-6055.2009.00739.x",article,NA
Acizzia solanicola,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,species,NA,NA,specialist,NA,NA,NA,NA,NA,"Winston Hills, Asquith Avenue, NSW",-33.7725,150.996,15/04/2008,NA,NA,NA,Solanum mauritianum,"host plant; on wild tobacco bush, S. mauritianum",NA,NA,NA,NA,NA,Kent_2010,doi: 10.1111/j.1440-6055.2009.00739.x,"Kent, D., & Taylor, G. (2010). Two new species of Acizzia Crawford (Hemiptera: Psyllidae) from the Solanaceae with a potential new economic pest of eggplant, Solanum melongena. Australian Journal of Entomology, 49(1), 73–81. doi: 10.1111/j.1440-6055.2009.00739.x",article,NA
Acizzia solanicola,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,species,NA,NA,specialist,NA,NA,NA,NA,NA,"Chatswood, Reid Drive, NSW",-33.794,151.157833,22/04/2008,NA,NA,NA,Solanum mauritianum,"host plant; on wild tobacco bush, S. mauritianum",NA,NA,NA,NA,NA,Kent_2010,doi: 10.1111/j.1440-6055.2009.00739.x,"Kent, D., & Taylor, G. (2010). Two new species of Acizzia Crawford (Hemiptera: Psyllidae) from the Solanaceae with a potential new economic pest of eggplant, Solanum melongena. Australian Journal of Entomology, 49(1), 73–81. doi: 10.1111/j.1440-6055.2009.00739.x",article,NA
Acizzia solanicola,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,species,NA,NA,specialist,NA,NA,NA,NA,NA,"Macquarie Park, Plassey Road, NSW",-33.789833,151.143333,22/04/2008,NA,NA,NA,Solanum mauritianum,"host plant; on wild tobacco bush, S. mauritianum",NA,NA,NA,NA,NA,Kent_2010,doi: 10.1111/j.1440-6055.2009.00739.x,"Kent, D., & Taylor, G. (2010). Two new species of Acizzia Crawford (Hemiptera: Psyllidae) from the Solanaceae with a potential new economic pest of eggplant, Solanum melongena. Australian Journal of Entomology, 49(1), 73–81. doi: 10.1111/j.1440-6055.2009.00739.x",article,NA
Acizzia solanicola,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,species,NA,NA,specialist,NA,NA,NA,NA,NA,"Bulahdelah, Pacific Hwy, NSW",-32.413667,152.205333,27/04/2008,NA,NA,NA,Solanum mauritianum,"host plant; on wild tobacco bush, S. mauritianum",NA,NA,NA,NA,NA,Kent_2010,doi: 10.1111/j.1440-6055.2009.00739.x,"Kent, D., & Taylor, G. (2010). Two new species of Acizzia Crawford (Hemiptera: Psyllidae) from the Solanaceae with a potential new economic pest of eggplant, Solanum melongena. Australian Journal of Entomology, 49(1), 73–81. doi: 10.1111/j.1440-6055.2009.00739.x",article,NA
Acizzia solanicola,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,species,NA,NA,specialist,NA,NA,NA,NA,NA,"Bilpin, Bells Line of Road, opposite Public School, NSW",-33.496667,150.515833,2/10/2008,NA,NA,NA,Solanum mauritianum,"host plant; on wild tobacco bush, S. mauritianum",NA,NA,NA,NA,NA,Kent_2010,doi: 10.1111/j.1440-6055.2009.00739.x,"Kent, D., & Taylor, G. (2010). Two new species of Acizzia Crawford (Hemiptera: Psyllidae) from the Solanaceae with a potential new economic pest of eggplant, Solanum melongena. Australian Journal of Entomology, 49(1), 73–81. doi: 10.1111/j.1440-6055.2009.00739.x",article,NA
Acizzia solanicola,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,species,NA,NA,specialist,NA,NA,NA,NA,NA,"Wyoming, Rainforest road, NSW",-33.407167,151.365833,12/10/2008,NA,NA,NA,Solanum mauritianum,"host plant; on wild tobacco bush, S. mauritianum",NA,NA,NA,NA,NA,Kent_2010,doi: 10.1111/j.1440-6055.2009.00739.x,"Kent, D., & Taylor, G. (2010). Two new species of Acizzia Crawford (Hemiptera: Psyllidae) from the Solanaceae with a potential new economic pest of eggplant, Solanum melongena. Australian Journal of Entomology, 49(1), 73–81. doi: 10.1111/j.1440-6055.2009.00739.x",article,NA
Acizzia solanicola,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,species,NA,NA,specialist,NA,NA,NA,NA,NA,"Central mangrove, Mangrove Mountain road, NSW",-33.306,151.254,13/10/2008,NA,NA,NA,Solanum mauritianum,"host plant; on wild tobacco bush, S. mauritianum",NA,NA,NA,NA,NA,Kent_2010,doi: 10.1111/j.1440-6055.2009.00739.x,"Kent, D., & Taylor, G. (2010). Two new species of Acizzia Crawford (Hemiptera: Psyllidae) from the Solanaceae with a potential new economic pest of eggplant, Solanum melongena. Australian Journal of Entomology, 49(1), 73–81. doi: 10.1111/j.1440-6055.2009.00739.x",article,NA
Acizzia solanicola,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,species,NA,NA,specialist,NA,NA,NA,NA,NA,"Moorland, opposite Caltex Station, NSW",-31.794667,152.651,11/03/2009,NA,NA,NA,Solanum mauritianum,"host plant; on wild tobacco bush, S. mauritianum",NA,NA,NA,NA,NA,Kent_2010,doi: 10.1111/j.1440-6055.2009.00739.x,"Kent, D., & Taylor, G. (2010). Two new species of Acizzia Crawford (Hemiptera: Psyllidae) from the Solanaceae with a potential new economic pest of eggplant, Solanum melongena. Australian Journal of Entomology, 49(1), 73–81. doi: 10.1111/j.1440-6055.2009.00739.x",article,NA
Acizzia solanicola,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,species,NA,NA,specialist,NA,NA,NA,NA,NA,"Nabiac, 2 km S of Pacific Highway exir, NSW",-32.120833,152.366667,11/03/2009,NA,NA,NA,Solanum mauritianum,"host plant; on wild tobacco bush, S. mauritianum",NA,NA,NA,NA,NA,Kent_2010,doi: 10.1111/j.1440-6055.2009.00739.x,"Kent, D., & Taylor, G. (2010). Two new species of Acizzia Crawford (Hemiptera: Psyllidae) from the Solanaceae with a potential new economic pest of eggplant, Solanum melongena. Australian Journal of Entomology, 49(1), 73–81. doi: 10.1111/j.1440-6055.2009.00739.x",article,NA
Acizzia solanicola,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,species,NA,NA,specialist,NA,NA,NA,NA,NA,"Glenreagh, Tallawidjah Creek Road, NSW",-30.045667,152.966333,11/03/2009,NA,NA,NA,Solanum mauritianum,"host plant; on wild tobacco bush, S. mauritianum",NA,NA,NA,NA,NA,Kent_2010,doi: 10.1111/j.1440-6055.2009.00739.x,"Kent, D., & Taylor, G. (2010). Two new species of Acizzia Crawford (Hemiptera: Psyllidae) from the Solanaceae with a potential new economic pest of eggplant, Solanum melongena. Australian Journal of Entomology, 49(1), 73–81. doi: 10.1111/j.1440-6055.2009.00739.x",article,NA
Acizzia solanicola,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,species,NA,NA,specialist,NA,NA,NA,NA,NA,"Kempsey, N on Pacific Highway, NSW",-30.96,152.943667,19/03/2009,NA,NA,NA,Solanum mauritianum,"host plant; on wild tobacco bush, S. mauritianum",NA,NA,NA,NA,NA,Kent_2010,doi: 10.1111/j.1440-6055.2009.00739.x,"Kent, D., & Taylor, G. (2010). Two new species of Acizzia Crawford (Hemiptera: Psyllidae) from the Solanaceae with a potential new economic pest of eggplant, Solanum melongena. Australian Journal of Entomology, 49(1), 73–81. doi: 10.1111/j.1440-6055.2009.00739.x",article,NA
Acizzia solanicola,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,species,NA,NA,specialist,NA,NA,NA,NA,NA,"Telegraph Point, Mooney Street, NSW",-31.329833,152.795667,19/03/2009,NA,NA,NA,Solanum mauritianum,"host plant; on wild tobacco bush, S. mauritianum",NA,NA,NA,NA,NA,Kent_2010,doi: 10.1111/j.1440-6055.2009.00739.x,"Kent, D., & Taylor, G. (2010). Two new species of Acizzia Crawford (Hemiptera: Psyllidae) from the Solanaceae with a potential new economic pest of eggplant, Solanum melongena. Australian Journal of Entomology, 49(1), 73–81. doi: 10.1111/j.1440-6055.2009.00739.x",article,NA
Acizzia alternata,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,species,NA,NA,specialist,NA,NA,NA,NA,NA,"Bucca, Sherwood Road, NSW",-30.146167,153.108,1/06/2008,NA,NA,NA,Solanum mauritianum,"host plant; on wild tobacco bush, S. mauritianum",NA,NA,NA,NA,NA,Kent_2010,doi: 10.1111/j.1440-6055.2009.00739.x,"Kent, D., & Taylor, G. (2010). Two new species of Acizzia Crawford (Hemiptera: Psyllidae) from the Solanaceae with a potential new economic pest of eggplant, Solanum melongena. Australian Journal of Entomology, 49(1), 73–81. doi: 10.1111/j.1440-6055.2009.00739.x",article,NA
Acizzia alternata,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,species,NA,NA,specialist,NA,NA,NA,NA,NA,"Mylestom, Mylestom Drive, near oval, NSW",-30.458833,153.039333,28/05/2008,NA,NA,NA,Solanum mauritianum,"host plant; on wild tobacco bush, S. mauritianum",NA,NA,NA,NA,NA,Kent_2010,doi: 10.1111/j.1440-6055.2009.00739.x,"Kent, D., & Taylor, G. (2010). Two new species of Acizzia Crawford (Hemiptera: Psyllidae) from the Solanaceae with a potential new economic pest of eggplant, Solanum melongena. Australian Journal of Entomology, 49(1), 73–81. doi: 10.1111/j.1440-6055.2009.00739.x",article,NA
Acizzia alternata,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,species,NA,NA,specialist,NA,NA,NA,NA,NA,"Lower Bucca, Central Bucca Road, NSW",-30.458833,153.039333,28/05/2008,NA,NA,NA,Solanum mauritianum,"host plant; on wild tobacco bush, S. mauritianum",NA,NA,NA,NA,NA,Kent_2010,doi: 10.1111/j.1440-6055.2009.00739.x,"Kent, D., & Taylor, G. (2010). Two new species of Acizzia Crawford (Hemiptera: Psyllidae) from the Solanaceae with a potential new economic pest of eggplant, Solanum melongena. Australian Journal of Entomology, 49(1), 73–81. doi: 10.1111/j.1440-6055.2009.00739.x",article,NA
